"ID","Number of references","Number of references outside selected database","Number of self-cited references","List ID of references","Title","Authors","Source title","Publisher","Year","Link"
"4180","103","98","5","2267,484,2644,4028,4027","Strain gradient differential quadrature Kirchhoff plate finite element with the C2 partial compatibility","Zhang B., Li H., Kong L., Zhang X., Shen H.","European Journal of Mechanics, A/Solids","Elsevier Ltd","2020","10.1016/j.euromechsol.2019.103879"
"4181","43","43","0","","Strain gradient nonlocal Biot poromechanics","Tong L.H., Ding H.B., Yan J.W., Xu C., Lei Z.","International Journal of Engineering Science","Elsevier Ltd","2020","10.1016/j.ijengsci.2020.103372"
"4182","58","57","1","4831","Strain rate and shear-transformation zone response of nanoindentation and nanoscratching on Ni50Zr50 metallic glasses using molecular dynamics","Bui T.-X., Fang T.-H., Lee C.-I.","Physica B: Condensed Matter","Elsevier B.V.","2020","10.1016/j.physb.2020.412021"
"4183","64","64","0","","Strain smoothing for compressible and nearly-incompressible finite elasticity","Lee C.-K., Angela Mihai L., Hale J.S., Kerfriden P., Bordas S.P.A.","Computers and Structures","Elsevier Ltd","2017","10.1016/j.compstruc.2016.05.004"
"4184","79","79","0","","Strain, electric-field and functionalization induced widely tunable electronic properties in MoS2/BC 3, /C 3 N and /C3N4 van der Waals heterostructures","Bafekry A., Stampfl C., Ghergherehchi M.","Nanotechnology","Institute of Physics Publishing","2020","10.1088/1361-6528/ab884e"
"4185","74","74","0","","Strain-induced effects on the electronic properties of 2D materials","Postorino S., Grassano D., D’Alessandro M., Pianetti A., Pulci O., Palummo M.","Nanomaterials and Nanotechnology","SAGE Publications Ltd","2020","10.1177/1847980420902569"
"4186","41","41","0","","Strength and damage of nanoplatelets reinforced polymer: A 3D finite element modeling and simulation","Bian P., Schmauder S., Qing H.","Composite Structures","Elsevier Ltd","2020","10.1016/j.compstruct.2020.112337"
"4187","57","57","0","","Strength and fracture of graphyne and graphdiyne nanotubes","Faria B., Silvestre N., Lopes J.N.C.","Computational Materials Science","Elsevier B.V.","2020","10.1016/j.commatsci.2019.109233"
"4188","46","45","1","239","Stress analysis in adhesive layers of a five-layer circular sandwich plate subjected to temperature gradient based on layerwise theory","Raissi H.","Mechanics Based Design of Structures and Machines","Taylor and Francis Inc.","2020","10.1080/15397734.2020.1776619"
"4189","45","45","0","","Stress analysis of laminated composite beams using refined zigzag theory and peridynamic differential operator","Dorduncu M.","Composite Structures","Elsevier Ltd","2019","10.1016/j.compstruct.2019.03.035"
"4190","57","54","2","2638,522,4189","Stress analysis of sandwich plates with functionally graded cores using peridynamic differential operator and refined zigzag theory","Dorduncu M.","Thin-Walled Structures","Elsevier Ltd","2020","10.1016/j.tws.2019.106468"
"4191","22","19","3","800,3945,428","Stress compensation method for structural shakedown analysis","Peng H., Liu Y.","Key Engineering Materials","Trans Tech Publications Ltd","2019","10.4028/www.scientific.net/KEM.794.169"
"4192","72","72","0","","Stress-Particle Smoothed Particle Hydrodynamics: An application to the failure and post-failure behaviour of slopes","Chalk C.M., Pastor M., Peakall J., Borman D.J., Sleigh P.A., Murphy W., Fuentes R.","Computer Methods in Applied Mechanics and Engineering","Elsevier B.V.","2020","10.1016/j.cma.2020.113034"
"4193","62","62","0","","Stress-assisted grain-rotation-induced dislocation emission from grain boundaries in nanocrystalline face-centered-cubic metals","Li J., Chen S., Weng G.J., Liu C.","Philosophical Magazine Letters","Taylor and Francis Ltd.","2019","10.1080/09500839.2019.1703054"
"4194","39","38","1","1551","Stress-strain relationship of recycled self-compacting concrete filled steel tubular column subjected to eccentric compression","Yu F., Qin C., Wang S., Jiang J., Fang Y.","Frontiers of Structural and Civil Engineering","Higher Education Press","2020","10.1007/s11709-020-0618-3"
"4195","38","37","1","3170","Strong band filling induced significant excited state absorption in MAPbI3 under high pump power","Chen B.A., Pang G.T., Lan X.Q., He Z.B., Chen R.","Materials Today Physics","Elsevier Ltd","2020","10.1016/j.mtphys.2020.100228"
"4196","39","39","0","","Strong multipatch C1-coupling for isogeometric analysis on 2D and 3D domains","Chan C.L., Anitescu C., Rabczuk T.","Computer Methods in Applied Mechanics and Engineering","Elsevier B.V.","2019","10.1016/j.cma.2019.112599"
"4197","53","53","0","","Strongly anisotropic thermal conductivity in planar hexagonal borophene oxide sheet","Yin Y., Hu Y., Feng C., Li S., Li B.-L., Li D.F.","Physics Letters, Section A: General, Atomic and Solid State Physics","Elsevier B.V.","2020","10.1016/j.physleta.2020.126457"
"4198","86","86","0","","Strongly coupled XFEM formulation for non-planar three-dimensional simulation of hydraulic fracturing with emphasis on concrete dams","Roth S.-N., Léger P., Soulaïmani A.","Computer Methods in Applied Mechanics and Engineering","Elsevier B.V.","2020","10.1016/j.cma.2020.112899"
"4199","15","14","1","124","Structural Dynamic Analysis Using the Cell-Based Smoothed Point Interpolation Method (CS-PIM) with Virtual Points [结合虚拟点的单元基光滑点插值法在结构动力学分析中的应用]","Zhang G., Tao D., Chen Z., Chen Y.","Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University","Xi'an Jiaotong University","2018","10.7652/xjtuxb201811021"
"4200","43","43","0","","Structural Topology Optimization: Methods and Applications","Ahmad R., Voruganti H.K.","Lecture Notes in Mechanical Engineering","Springer","2020","10.1007/978-981-15-1201-8_71"
"4201","48","48","0","","Structural and mechanical properties of Sb and SbX (X=H, F, Cl and Br) monolayers","Aghdasi P., Ansari R.","Solid State Communications","Elsevier Ltd","2020","10.1016/j.ssc.2020.113849"
"4202","35","33","2","291,4162","Structural damage assessment criteria for reinforced concrete buildings by using a Fuzzy Analytic Hierarchy process","Hamdia K.M., Arafa M., Alqedra M.","Underground Space (China)","Tongji University","2018","10.1016/j.undsp.2018.04.002"
"4203","42","36","6","782,1382,1736,3030,2602,872","Structural damage assessment with incomplete and noisy modal data using model reduction technique and LAPO algorithm","Dinh-Cong D., Pham-Toan T., Nguyen-Thai D., Nguyen-Thoi T.","Structure and Infrastructure Engineering","Taylor and Francis Ltd.","2019","10.1080/15732479.2019.1624785"
"4204","53","49","3","1382,1736,3030,2602","Structural damage detection based on MAC flexibility and frequency using moth-flame algorithm","Ghannadi P., Kourehli S.S.","Structural Engineering and Mechanics","Techno Press","2019","10.12989/sem.2019.70.6.649"
"4205","35","34","1","1384","Structural damage detection in plates using a deep neural network–couple sparse coding classification ensemble method","Bokaeian V., Khoshnoudian F., Fallahian M.","JVC/Journal of Vibration and Control","SAGE Publications Inc.","2020","10.1177/1077546320929156"
"4206","49","46","2","4207,782,1736","Structural damage identification by sparse deep belief network using uncertain and limited data","Ding Z., Li J., Hao H.","Structural Control and Health Monitoring","John Wiley and Sons Ltd","2020","10.1002/stc.2522"
"4207","50","49","1","782","Structural damage identification using improved Jaya algorithm based on sparse regularization and Bayesian inference","Ding Z., Li J., Hao H.","Mechanical Systems and Signal Processing","Academic Press","2019","10.1016/j.ymssp.2019.06.029"
"4208","33","33","0","","Structural damage identification using incomplete static displacement measurement","Lu Z.R., Zhu J.J., Ou Y.J.","Structural Engineering and Mechanics","Techno Press","2017","10.12989/sem.2017.63.2.251"
"4209","5","5","0","","Structural design and parameter research on the biomass direct-fired stirling engine","Zhang X., Ma Y.","Proceedings - 2010 WASE International Conference on Information Engineering, ICIE 2010","","2010","10.1109/ICIE.2010.239"
"4210","18","18","0","","Structural design employing a sequential hybrid approximate optimization","Wang D., Wu Z., Wang W., Zhang W.","Proceedings of the 6th European Conference on Computational Mechanics: Solids, Structures and Coupled Problems, ECCM 2018 and 7th European Conference on Computational Fluid Dynamics, ECFD 2018","International Centre for Numerical Methods in Engineering, CIMNE","2020",""
"4211","14","14","0","","Structural dynamic analysis using NPSPIM [基于点基局部光滑点插值法的结构动力分析]","Zhang G., Lu H., Wang H., Yu D., Sun T.","Zhendong yu Chongji/Journal of Vibration and Shock","Chinese Vibration Engineering Society","2018","10.13465/j.cnki.jvs.2018.17.034"
"4212","47","47","0","","Structural dynamic nonlinear model and parameter identification based on the stiffness and damping marginal curves","Wang Z.-C., Ding Y.-J., Ren W.-X., Wang X., Li D., Li X.-F.","Structural Control and Health Monitoring","John Wiley and Sons Ltd","2020","10.1002/stc.2540"
"4213","40","40","0","","Structural health monitoring using DOG multi-scale space: An approach for analyzing damage characteristics","Guo T., Xu Z.","Smart Materials and Structures","Institute of Physics Publishing","2018","10.1088/1361-665X/aaa7ff"
"4214","36","36","0","","Structural improved regular simplex support vector machine for multiclass classification","Tang L., Tian Y., Li W., Pardalos P.M.","Applied Soft Computing Journal","Elsevier Ltd","2020","10.1016/j.asoc.2020.106235"
"4215","78","71","7","282,3573,772,3039,2999,4014,4618","Structural optimization using multi-objective modified adaptive symbiotic organisms search","Tejani G.G., Pholdee N., Bureerat S., Prayogo D., Gandomi A.H.","Expert Systems with Applications","Elsevier Ltd","2019","10.1016/j.eswa.2019.01.068"
"4216","37","37","0","","Structural reliability assessment based on the improved constrained differential evolution algorithm","Zaeimi M., Ghoddosian A.","Periodica Polytechnica Civil Engineering","Budapest University of Technology and Economics","2018","10.3311/PPci.11537"
"4217","54","54","0","","Structural stability of single-layer PdSe2with pentagonal puckered morphology and its nanotubes","Kuklin A.V., Ågren H., Avramov P.V.","Physical Chemistry Chemical Physics","Royal Society of Chemistry","2020","10.1039/d0cp00979b"
"4218","22","22","0","","Structural strength and laminate optimization of self-twisting composite hydrofoils using a Genetic Algorithm","Herath M.T., Prusty B.G., Phillips A.W., St. John N.","Composite Structures","Elsevier Ltd","2017","10.1016/j.compstruct.2017.05.012"
"4219","54","54","0","","Structural, stability, electronic, optical and thermodynamic properties of hydrogenated germanene using first-principle calculations","Santosh R., Sinha A., Kumar V.","Materials Science and Engineering B: Solid-State Materials for Advanced Technology","Elsevier Ltd","2020","10.1016/j.mseb.2020.114584"
"4220","27","26","0","3058","Structure optimization of spare parts supply network based on hyper heuristic algorithm [基于超启发式算法的备件供应网络结构优化]","Wang Y., Shi Q., Xia W., Chen C.","Xi Tong Gong Cheng Yu Dian Zi Ji Shu/Systems Engineering and Electronics","Chinese Institute of Electronics","2020","10.3969/j.issn.1001-506X.2020.03.016"
"4221","41","41","0","","Structure tensors for dispersed fibers in soft materials","Kalhöfer-Köchling M., Kalhöfer-Köchling M., Bodenschatz E., Bodenschatz E., Bodenschatz E., Bodenschatz E., Wang Y., Wang Y., Wang Y.","Physical Review Applied","American Physical Society","2020","10.1103/PhysRevApplied.13.064039"
"4222","291","291","0","","Structures, properties and application of 2D monoelemental materials (Xenes) as graphene analogues under defect engineering","Huang Z., Liu H., Hu R., Qiao H., Wang H., Liu Y., Qi X., Zhang H.","Nano Today","Elsevier B.V.","2020","10.1016/j.nantod.2020.100906"
"4223","51","51","0","","Studies on knot placement techniques for the geometry construction and the accurate simulation of isogeometric spatial curved beams","Hosseini S.F., Hashemian A., Reali A.","Computer Methods in Applied Mechanics and Engineering","Elsevier B.V.","2020","10.1016/j.cma.2019.112705"
"4224","47","47","0","","Studies on thermal management of Lithium-ion battery pack using water as the cooling fluid","Siruvuri S.D.V.S.S.V., Budarapu P.R.","Journal of Energy Storage","Elsevier Ltd","2020","10.1016/j.est.2020.101377"
"4225","51","50","1","3625","Study and application of a regenerative Stirling cogeneration device based on biomass combustion","Renzi M., Brandoni C.","Applied Thermal Engineering","Elsevier Ltd","2014","10.1016/j.applthermaleng.2014.03.045"
"4226","22","22","0","","Study for effectiveness of idealized theory for fuselage section through finite element analysis","Sachdeva C., Miglani J., Padhee S.S.","58th AIAA/ASCE/AHS/ASC Structures, Structural Dynamics, and Materials Conference, 2017","American Institute of Aeronautics and Astronautics Inc, AIAA","2017","10.2514/6.2017-0204"
"4227","50","50","0","","Study of Al2O3/copper–water nanoparticle shape, slip effects, and heat transfer on steady physiological delivery of MHD hybrid nanofluid","Iftikhar N., Rehman A., Sadaf H., Iqbal S.","Canadian Journal of Physics","Canadian Science Publishing","2019","10.1139/cjp-2018-0551"
"4228","42","37","5","2147,2400,4283,1826,1108","Study of Arrhenius activation energy on the thermo-bioconvection nanofluid flow over a Riga plate","Bhatti M.M., Michaelides E.E.","Journal of Thermal Analysis and Calorimetry","Springer Netherlands","2020","10.1007/s10973-020-09492-3"
"4229","30","30","0","","Study of Thermal Conductivity of Germanene Based on the Equilibrium and Non-Equilibrium Molecular Dynamics [基于平衡态和非平衡态分子动力学模拟研究锗烯热导率]","Dong H., Xiu X., Shi L.","Xiyou Jinshu Cailiao Yu Gongcheng/Rare Metal Materials and Engineering","Rare Metals Materials and Engineering Press","2019",""
